,Data,cotacao_minerio,INCC,desocupacao_trim,cotacao_VALE3,PIB_trimestral
664,2014-10-29,80.24,600.865,4.2,15.99,-0.64
665,2014-10-30,80.16,600.865,4.2,15.31,-0.64
666,2014-10-31,80.08,600.865,4.2,16.15,-0.64
667,2014-11-03,78.07,600.865,4.2,16.08,-0.64
668,2014-11-04,77.42,600.865,4.2,15.57,-0.64
669,2014-11-05,76.22,600.865,4.2,15.5,-0.64
670,2014-11-06,75.77,600.865,4.2,15.27,-0.64
671,2014-11-07,76.35,600.865,4.2,15.51,-0.64
672,2014-11-10,76.05,600.865,4.2,15.05,-0.64
673,2014-11-11,75.91,600.865,4.2,14.58,-0.64
674,2014-11-12,75.95,600.865,4.2,14.54,-0.64
675,2014-11-13,75.93,600.865,4.2,14.51,-0.64
676,2014-11-14,75.67,600.865,4.2,14.85,-0.64
677,2014-11-17,75.55,600.865,4.2,14.81,-0.64
678,2014-11-18,74.91,600.865,4.2,14.23,-0.64
679,2014-11-19,74.6,600.865,4.2,14.31,-0.64
680,2014-11-20,74.27,600.865,4.2,14.31,-0.64
681,2014-11-21,74.1,600.865,4.2,15.24,-0.64
682,2014-11-24,74.02,600.865,4.2,15.31,-0.64
683,2014-11-25,73.69,600.865,4.2,15.47,-0.64
684,2014-11-26,73.44,600.865,4.2,14.88,-0.64
685,2014-11-28,73.13,600.865,4.2,15.05,-0.64
686,2014-12-01,69.75,604.026,4.1,14.35,-0.64
687,2014-12-02,69.86,604.026,4.1,13.98,-0.64
688,2014-12-03,69.85,604.026,4.1,14.18,-0.64
689,2014-12-04,70.83,604.026,4.1,14.0,-0.64
690,2014-12-05,71.06,604.026,4.1,14.13,-0.64
691,2014-12-08,70.34,604.026,4.1,13.68,-0.64
692,2014-12-09,69.9,604.026,4.1,13.37,-0.64
693,2014-12-10,69.8,604.026,4.1,12.87,-0.64
694,2014-12-11,69.66,604.026,4.1,12.51,-0.64
695,2014-12-12,69.67,604.026,4.1,12.21,-0.64
696,2014-12-15,69.37,604.026,4.1,12.07,-0.64
697,2014-12-16,69.02,604.026,4.1,12.5,-0.64
698,2014-12-17,69.05,604.026,4.1,12.73,-0.64
699,2014-12-18,69.15,604.026,4.1,12.89,-0.64
700,2014-12-19,69.41,604.026,4.1,13.93,-0.64
701,2014-12-22,69.05,604.026,4.1,13.8,-0.64
702,2014-12-23,68.87,604.026,4.1,14.35,-0.64
703,2014-12-24,68.77,604.026,4.1,14.35,-0.64
704,2014-12-26,68.7,604.026,4.1,14.0,-0.64
705,2014-12-29,68.71,604.026,4.1,14.28,-0.64
706,2014-12-30,68.81,604.026,4.1,14.15,-0.64
707,2014-12-31,68.92,604.026,4.1,14.15,-0.23
708,2015-01-02,70.06,604.026,4.1,13.74,-0.23
709,2015-01-05,69.98,604.026,4.1,13.54,-0.23
710,2015-01-06,71.57,604.026,4.1,14.08,-0.23
711,2015-01-07,71.24,604.026,4.1,14.6,-0.23
712,2015-01-08,70.95,604.026,4.1,14.75,-0.23
713,2015-01-09,70.66,604.026,4.1,14.43,-0.23
714,2015-01-12,69.58,604.026,4.1,14.62,-0.23
715,2015-01-13,69.25,604.026,4.1,14.54,-0.23
716,2015-01-14,69.0,604.026,4.1,13.37,-0.23
717,2015-01-15,69.27,604.026,4.1,13.52,-0.23
718,2015-01-16,69.13,604.026,4.1,14.13,-0.23
719,2015-01-20,68.91,604.026,4.1,14.04,-0.23
720,2015-01-21,68.7,604.026,4.1,14.26,-0.23
721,2015-01-22,68.64,604.026,4.1,14.15,-0.23
722,2015-01-23,68.46,604.026,4.1,13.25,-0.23
723,2015-01-26,68.18,604.026,4.1,12.65,-0.23
724,2015-01-27,67.99,604.026,4.1,12.27,-0.23
725,2015-01-28,67.75,604.026,4.1,12.24,-0.23
726,2015-01-29,67.49,604.026,4.1,11.66,-0.23
727,2015-01-30,67.2,604.026,4.1,12.02,-0.23
728,2015-02-02,61.97,604.026,4.1,12.75,-0.23
729,2015-02-03,62.87,604.026,4.1,13.48,-0.23
730,2015-02-04,62.89,604.026,4.1,13.27,-0.23
731,2015-02-05,61.89,604.026,4.1,13.21,-0.23
732,2015-02-06,62.23,604.026,4.1,13.19,-0.23
733,2015-02-09,61.76,604.026,4.1,13.94,-0.23
734,2015-02-10,62.02,604.026,4.1,13.18,-0.23
735,2015-02-11,62.27,604.026,4.1,13.63,-0.23
736,2015-02-12,62.27,604.026,4.1,13.94,-0.23
737,2015-02-13,62.42,604.026,4.1,14.52,-0.23
738,2015-02-17,62.6,604.026,4.1,14.52,-0.23
739,2015-02-18,62.62,604.026,4.1,14.67,-0.23
740,2015-02-19,62.59,604.026,4.1,14.27,-0.23
741,2015-02-20,62.43,604.026,4.1,14.61,-0.23
742,2015-02-23,62.57,604.026,4.1,13.96,-0.23
743,2015-02-24,62.63,604.026,4.1,14.23,-0.23
744,2015-02-25,62.59,604.026,4.1,14.3,-0.23
745,2015-02-26,62.57,604.026,4.1,13.72,-0.23
746,2015-02-27,62.61,604.026,4.1,13.72,-0.23
747,2015-03-02,62.18,604.026,4.1,13.28,-0.23
748,2015-03-03,62.39,604.026,4.1,13.43,-0.23
749,2015-03-04,61.23,604.026,4.1,13.17,-0.23
750,2015-03-05,60.5,604.026,4.1,12.59,-0.23
751,2015-03-06,59.44,604.026,4.1,12.65,-0.23
752,2015-03-09,59.44,604.026,4.1,12.62,-0.23
753,2015-03-10,58.9,604.026,4.1,12.34,-0.23
754,2015-03-11,58.84,604.026,4.1,12.18,-0.23
755,2015-03-12,59.2,604.026,4.1,12.18,-0.23
756,2015-03-13,58.87,604.026,4.1,12.19,-0.23
757,2015-03-16,58.95,604.026,4.1,12.21,-0.23
758,2015-03-17,58.88,604.026,4.1,12.84,-0.23
759,2015-03-18,58.3,604.026,4.1,12.65,-0.23
760,2015-03-19,58.03,604.026,4.1,12.37,-0.23
761,2015-03-20,57.84,604.026,4.1,13.08,-0.23
762,2015-03-23,57.76,604.026,4.1,13.16,-0.23
763,2015-03-24,57.79,604.026,4.1,12.65,-0.23
764,2015-03-25,57.72,604.026,4.1,12.76,-0.23
765,2015-03-26,57.57,604.026,4.1,12.22,-0.23
766,2015-03-27,57.41,604.026,4.1,11.85,-0.23
767,2015-03-30,57.22,604.026,4.1,12.03,-0.23
768,2015-03-31,56.94,604.026,4.1,11.59,-1.62
769,2015-04-01,48.6,618.06,5.1,11.33,-1.62
770,2015-04-02,47.08,618.06,5.1,11.63,-1.62
771,2015-04-03,47.08,618.06,5.1,11.63,-1.62
772,2015-04-06,47.07,618.06,5.1,11.71,-1.62
773,2015-04-07,47.81,618.06,5.1,12.27,-1.62
774,2015-04-08,48.09,618.06,5.1,12.11,-1.62
775,2015-04-09,47.18,618.06,5.1,12.14,-1.62
776,2015-04-10,47.19,618.06,5.1,11.9,-1.62
777,2015-04-13,48.51,618.06,5.1,11.78,-1.62
778,2015-04-14,48.85,618.06,5.1,12.11,-1.62
779,2015-04-15,48.6,618.06,5.1,12.14,-1.62
780,2015-04-16,48.77,618.06,5.1,11.79,-1.62
781,2015-04-17,49.59,618.06,5.1,11.62,-1.62
782,2015-04-20,49.0,618.06,5.1,11.57,-1.62
783,2015-04-21,48.9,618.06,5.1,11.57,-1.62
784,2015-04-22,49.3,618.06,5.1,12.69,-1.62
785,2015-04-23,49.49,618.06,5.1,13.76,-1.62
786,2015-04-24,49.98,618.06,5.1,15.14,-1.62
787,2015-04-27,50.48,618.06,5.1,15.31,-1.62
788,2015-04-28,51.62,618.06,5.1,14.72,-1.62
789,2015-04-29,51.13,618.06,5.1,13.78,-1.62
790,2015-04-30,51.36,618.06,5.1,14.78,-1.62
791,2015-05-01,53.88,623.951,5.2,14.78,-1.62
792,2015-05-04,56.52,623.951,5.2,16.17,-1.62
793,2015-05-05,57.49,623.951,5.2,17.66,-1.62
794,2015-05-06,59.31,623.951,5.2,16.27,-1.62
795,2015-05-07,58.35,623.951,5.2,15.58,-1.62
796,2015-05-08,59.02,623.951,5.2,14.85,-1.62
797,2015-05-11,59.96,623.951,5.2,15.19,-1.62
798,2015-05-12,59.68,623.951,5.2,14.57,-1.62
799,2015-05-13,59.21,623.951,5.2,14.1,-1.62
800,2015-05-14,58.44,623.951,5.2,13.92,-1.62
801,2015-05-15,59.72,623.951,5.2,13.89,-1.62
802,2015-05-18,59.45,623.951,5.2,13.21,-1.62
803,2015-05-19,59.94,623.951,5.2,13.13,-1.62
804,2015-05-20,60.2,623.951,5.2,12.95,-1.62
805,2015-05-21,59.57,623.951,5.2,13.22,-1.62
806,2015-05-22,59.62,623.951,5.2,13.22,-1.62
807,2015-05-26,59.66,623.951,5.2,13.57,-1.62
808,2015-05-27,59.98,623.951,5.2,13.67,-1.62
809,2015-05-28,60.24,623.951,5.2,13.4,-1.62
810,2015-05-29,60.39,623.951,5.2,13.08,-1.62
811,2015-06-01,59.5,635.403,5.3,13.08,-1.62
812,2015-06-02,62.24,635.403,5.3,13.93,-1.62
813,2015-06-03,62.03,635.403,5.3,13.63,-1.62
814,2015-06-04,62.1,635.403,5.3,13.63,-1.62
815,2015-06-05,61.99,635.403,5.3,13.44,-1.62
816,2015-06-08,61.74,635.403,5.3,13.12,-1.62
817,2015-06-09,62.37,635.403,5.3,13.04,-1.62
818,2015-06-10,63.45,635.403,5.3,13.84,-1.62
819,2015-06-11,64.22,635.403,5.3,13.92,-1.62
820,2015-06-12,63.68,635.403,5.3,13.81,-1.62
821,2015-06-15,63.33,635.403,5.3,13.27,-1.62
822,2015-06-16,62.94,635.403,5.3,12.89,-1.62
823,2015-06-17,62.35,635.403,5.3,12.71,-1.62
824,2015-06-18,62.65,635.403,5.3,13.31,-1.62
825,2015-06-19,62.61,635.403,5.3,13.26,-1.62
826,2015-06-22,62.57,635.403,5.3,12.85,-1.62
827,2015-06-23,62.76,635.403,5.3,12.93,-1.62
828,2015-06-24,62.72,635.403,5.3,12.92,-1.62
829,2015-06-25,62.63,635.403,5.3,12.61,-1.62
830,2015-06-26,62.53,635.403,5.3,12.8,-1.62
831,2015-06-29,62.47,635.403,5.3,12.53,-1.62
832,2015-06-30,62.33,635.403,5.3,11.94,-2.74
833,2015-07-01,55.12,638.88,5.4,11.82,-2.74
834,2015-07-02,54.02,638.88,5.4,11.79,-2.74
835,2015-07-06,51.21,638.88,5.4,11.52,-2.74
836,2015-07-07,49.97,638.88,5.4,11.7,-2.74
837,2015-07-08,47.75,638.88,5.4,11.2,-2.74
838,2015-07-09,49.87,638.88,5.4,11.2,-2.74
839,2015-07-10,50.5,638.88,5.4,11.17,-2.74
840,2015-07-13,50.54,638.88,5.4,12.07,-2.74
841,2015-07-14,50.69,638.88,5.4,11.63,-2.74
842,2015-07-15,50.68,638.88,5.4,11.17,-2.74
843,2015-07-16,50.61,638.88,5.4,11.51,-2.74
844,2015-07-17,50.73,638.88,5.4,11.39,-2.74
845,2015-07-20,51.25,638.88,5.4,11.3,-2.74
846,2015-07-21,51.28,638.88,5.4,11.45,-2.74
847,2015-07-22,51.09,638.88,5.4,11.28,-2.74
848,2015-07-23,51.17,638.88,5.4,11.3,-2.74
849,2015-07-24,51.08,638.88,5.4,10.96,-2.74
850,2015-07-27,51.13,638.88,5.4,10.94,-2.74
851,2015-07-28,51.22,638.88,5.4,11.81,-2.74
852,2015-07-29,51.36,638.88,5.4,11.98,-2.74
853,2015-07-30,51.51,638.88,5.4,11.39,-2.74
854,2015-08-03,53.59,638.88,5.4,11.48,-2.74
855,2015-08-04,53.83,638.88,5.4,11.81,-2.74
856,2015-08-05,55.3,638.88,5.4,12.41,-2.74
857,2015-08-06,54.95,638.88,5.4,12.78,-2.74
858,2015-08-07,54.21,638.88,5.4,12.02,-2.74
859,2015-08-10,54.17,638.88,5.4,12.63,-2.74
860,2015-08-11,53.95,638.88,5.4,12.14,-2.74
861,2015-08-12,54.41,638.88,5.4,12.35,-2.74
862,2015-08-13,55.31,638.88,5.4,12.06,-2.74
863,2015-08-14,55.52,638.88,5.4,11.88,-2.74
864,2015-08-17,55.32,638.88,5.4,11.75,-2.74
865,2015-08-18,55.55,638.88,5.4,11.37,-2.74
866,2015-08-19,55.63,638.88,5.4,10.99,-2.74
867,2015-08-20,55.65,638.88,5.4,11.21,-2.74
868,2015-08-21,55.71,638.88,5.4,10.9,-2.74
869,2015-08-24,55.48,638.88,5.4,10.05,-2.74
870,2015-08-25,55.37,638.88,5.4,10.02,-2.74
871,2015-08-26,55.28,638.88,5.4,10.38,-2.74
872,2015-08-27,55.22,638.88,5.4,11.54,-2.74
873,2015-08-28,55.25,638.88,5.4,11.3,-2.74
874,2015-08-31,55.28,638.88,5.4,11.69,-2.74
875,2015-09-01,54.95,644.046,5.7,11.16,-2.74
876,2015-09-02,54.93,644.046,5.7,11.82,-2.74
877,2015-09-03,55.47,644.046,5.7,12.22,-2.74
878,2015-09-04,55.51,644.046,5.7,11.9,-2.74
879,2015-09-08,55.45,644.046,5.7,12.35,-2.74
880,2015-09-09,56.59,644.046,5.7,12.44,-2.74
881,2015-09-10,57.35,644.046,5.7,13.01,-2.74
882,2015-09-11,56.82,644.046,5.7,12.69,-2.74
883,2015-09-14,56.43,644.046,5.7,12.5,-2.74
884,2015-09-15,55.99,644.046,5.7,12.14,-2.74
885,2015-09-16,56.23,644.046,5.7,12.43,-2.74
886,2015-09-17,56.36,644.046,5.7,12.72,-2.74
887,2015-09-18,56.42,644.046,5.7,12.99,-2.74
888,2015-09-21,56.56,644.046,5.7,13.01,-2.74
889,2015-09-22,56.54,644.046,5.7,12.7,-2.74
890,2015-09-23,56.59,644.046,5.7,12.33,-2.74
891,2015-09-24,56.59,644.046,5.7,12.04,-2.74
892,2015-09-25,56.57,644.046,5.7,11.7,-2.74
893,2015-09-28,56.54,644.046,5.7,10.83,-2.74
894,2015-09-29,56.46,644.046,5.7,10.75,-2.74
895,2015-09-30,56.35,644.046,5.7,10.82,-4.26
896,2015-10-01,52.78,646.355,5.7,11.24,-4.26
897,2015-10-02,52.83,646.355,5.7,11.63,-4.26
898,2015-10-05,53.59,646.355,5.7,11.84,-4.26
899,2015-10-06,53.69,646.355,5.7,11.95,-4.26
900,2015-10-07,53.61,646.355,5.7,13.15,-4.26
901,2015-10-08,53.8,646.355,5.7,13.09,-4.26
902,2015-10-09,54.17,646.355,5.7,13.57,-4.26
903,2015-10-12,54.43,646.355,5.7,13.57,-4.26
904,2015-10-13,54.04,646.355,5.7,12.13,-4.26
905,2015-10-14,54.0,646.355,5.7,12.2,-4.26
906,2015-10-15,53.87,646.355,5.7,12.38,-4.26
907,2015-10-16,53.65,646.355,5.7,12.26,-4.26
908,2015-10-19,53.77,646.355,5.7,11.85,-4.26
909,2015-10-20,53.89,646.355,5.7,11.72,-4.26
910,2015-10-21,53.66,646.355,5.7,12.04,-4.26
911,2015-10-22,53.57,646.355,5.7,12.32,-4.26
912,2015-10-23,53.47,646.355,5.7,12.38,-4.26
913,2015-10-26,53.4,646.355,5.7,11.89,-4.26
914,2015-10-27,53.28,646.355,5.7,11.34,-4.26
915,2015-10-28,53.09,646.355,5.7,11.03,-4.26
916,2015-10-29,52.9,646.355,5.7,10.74,-4.26
917,2015-11-02,47.31,646.355,5.7,10.74,-4.26
918,2015-11-03,46.59,646.355,5.7,11.82,-4.26
919,2015-11-04,47.45,646.355,5.7,11.58,-4.26
920,2015-11-05,46.86,646.355,5.7,11.28,-4.26
921,2015-11-06,47.08,646.355,5.7,10.43,-4.26
922,2015-11-09,47.91,646.355,5.7,10.28,-4.26
923,2015-11-10,47.7,646.355,5.7,10.24,-4.26
924,2015-11-11,47.82,646.355,5.7,10.2,-4.26
925,2015-11-12,47.74,646.355,5.7,10.02,-4.26
926,2015-11-13,47.66,646.355,5.7,10.23,-4.26
927,2015-11-16,47.6,646.355,5.7,10.02,-4.26
928,2015-11-17,47.22,646.355,5.7,9.67,-4.26
929,2015-11-18,47.08,646.355,5.7,9.71,-4.26
930,2015-11-19,46.91,646.355,5.7,9.75,-4.26
931,2015-11-20,46.91,646.355,5.7,9.75,-4.26
932,2015-11-23,46.81,646.355,5.7,9.49,-4.26
933,2015-11-24,46.66,646.355,5.7,9.63,-4.26
934,2015-11-25,46.53,646.355,5.7,9.36,-4.26
935,2015-11-27,46.27,646.355,5.7,8.85,-4.26
936,2015-11-30,46.1,646.355,5.7,8.77,-4.26
937,2015-12-01,39.75,649.216,5.7,8.55,-4.26
938,2015-12-02,39.36,649.216,5.7,8.61,-4.26
939,2015-12-03,39.01,649.216,5.7,8.57,-4.26
940,2015-12-04,39.15,649.216,5.7,8.22,-4.26
941,2015-12-07,39.4,649.216,5.7,8.13,-4.26
942,2015-12-08,39.25,649.216,5.7,7.76,-4.26
943,2015-12-09,39.09,649.216,5.7,8.04,-4.26
944,2015-12-10,38.61,649.216,5.7,8.43,-4.26
945,2015-12-11,38.65,649.216,5.7,8.13,-4.26
946,2015-12-14,38.69,649.216,5.7,8.29,-4.26
947,2015-12-15,38.54,649.216,5.7,8.57,-4.26
948,2015-12-16,38.66,649.216,5.7,8.82,-4.26
949,2015-12-17,38.79,649.216,5.7,8.48,-4.26
950,2015-12-18,38.97,649.216,5.7,8.58,-4.26
951,2015-12-21,38.98,649.216,5.7,8.18,-4.26
952,2015-12-22,38.98,649.216,5.7,8.35,-4.26
953,2015-12-23,39.02,649.216,5.7,8.8,-4.26
954,2015-12-24,39.08,649.216,5.7,8.8,-4.26
955,2015-12-28,39.27,649.216,5.7,8.41,-4.26
956,2015-12-29,39.27,649.216,5.7,8.47,-4.26
957,2015-12-30,39.41,649.216,5.7,8.67,-4.26
958,2015-12-31,39.58,649.216,5.7,8.67,-5.52
959,2016-01-04,41.95,649.216,5.7,8.45,-5.52
960,2016-01-05,41.69,649.216,5.7,8.33,-5.52
961,2016-01-06,41.12,649.216,5.7,7.72,-5.52
962,2016-01-07,41.14,649.216,5.7,7.26,-5.52
963,2016-01-08,41.06,649.216,5.7,7.02,-5.52
964,2016-01-11,40.47,649.216,5.7,6.82,-5.52
965,2016-01-12,40.33,649.216,5.7,6.26,-5.52
966,2016-01-13,40.42,649.216,5.7,5.99,-5.52
967,2016-01-14,40.59,649.216,5.7,6.42,-5.52
968,2016-01-15,40.79,649.216,5.7,6.24,-5.52
969,2016-01-19,41.32,649.216,5.7,6.11,-5.52
970,2016-01-20,41.19,649.216,5.7,6.13,-5.52
971,2016-01-21,41.09,649.216,5.7,6.08,-5.52
972,2016-01-22,41.11,649.216,5.7,6.01,-5.52
973,2016-01-25,41.11,649.216,5.7,6.01,-5.52
974,2016-01-26,41.11,649.216,5.7,5.96,-5.52
975,2016-01-27,41.13,649.216,5.7,6.26,-5.52
976,2016-01-28,41.15,649.216,5.7,6.21,-5.52
977,2016-01-29,41.17,649.216,5.7,6.47,-5.52
978,2016-02-01,42.6,655.263,6.5,6.32,-5.52
979,2016-02-02,43.18,655.263,6.5,5.73,-5.52
980,2016-02-03,43.68,655.263,6.5,6.0,-5.52
981,2016-02-04,44.04,655.263,6.5,6.88,-5.52
982,2016-02-05,44.04,655.263,6.5,6.81,-5.52
983,2016-02-08,44.04,655.263,6.5,6.81,-5.52
984,2016-02-09,43.76,655.263,6.5,6.81,-5.52
985,2016-02-10,43.32,655.263,6.5,6.79,-5.52
986,2016-02-11,43.33,655.263,6.5,6.57,-5.52
987,2016-02-12,43.42,655.263,6.5,6.82,-5.52
988,2016-02-16,44.43,655.263,6.5,7.52,-5.52
989,2016-02-17,44.54,655.263,6.5,7.93,-5.52
990,2016-02-18,44.89,655.263,6.5,7.66,-5.52
991,2016-02-19,45.19,655.263,6.5,7.88,-5.52
992,2016-02-22,45.59,655.263,6.5,8.75,-5.52
993,2016-02-23,45.78,655.263,6.5,8.24,-5.52
994,2016-02-24,45.96,655.263,6.5,7.8,-5.52
995,2016-02-25,46.06,655.263,6.5,7.34,-5.52
996,2016-02-26,46.21,655.263,6.5,7.32,-5.52
997,2016-02-29,46.33,655.263,6.5,7.86,-5.52
998,2016-03-01,49.27,659.446,7.0,8.53,-5.52
999,2016-03-02,50.84,659.446,7.0,9.47,-5.52
1000,2016-03-03,50.39,659.446,7.0,10.4,-5.52
1001,2016-03-04,52.11,659.446,7.0,11.02,-5.52
1002,2016-03-07,58.81,659.446,7.0,11.7,-5.52
1003,2016-03-08,56.3,659.446,7.0,10.01,-5.52
1004,2016-03-09,55.65,659.446,7.0,9.65,-5.52
1005,2016-03-10,55.84,659.446,7.0,9.32,-5.52
1006,2016-03-11,55.32,659.446,7.0,9.23,-5.52
1007,2016-03-14,55.1,659.446,7.0,8.95,-5.52
1008,2016-03-15,54.39,659.446,7.0,8.97,-5.52
1009,2016-03-16,54.92,659.446,7.0,9.87,-5.52
1010,2016-03-17,55.22,659.446,7.0,10.32,-5.52
1011,2016-03-18,55.54,659.446,7.0,10.21,-5.52
1012,2016-03-21,55.74,659.446,7.0,10.09,-5.52
1013,2016-03-22,55.77,659.446,7.0,10.27,-5.52
1014,2016-03-23,55.78,659.446,7.0,9.4,-5.52
1015,2016-03-24,55.82,659.446,7.0,10.02,-5.52
1016,2016-03-28,55.79,659.446,7.0,10.1,-5.52
1017,2016-03-29,55.75,659.446,7.0,10.05,-5.52
1018,2016-03-30,55.64,659.446,7.0,10.35,-5.52
1019,2016-03-31,55.52,659.446,7.0,10.09,-5.14
1020,2016-04-01,53.17,663.057,7.1,10.33,-5.14
1021,2016-04-04,53.92,663.057,7.1,9.85,-5.14
1022,2016-04-05,53.17,663.057,7.1,10.18,-5.14
1023,2016-04-06,52.73,663.057,7.1,10.03,-5.14
1024,2016-04-07,53.27,663.057,7.1,9.99,-5.14
1025,2016-04-08,53.45,663.057,7.1,10.81,-5.14
1026,2016-04-11,54.8,663.057,7.1,11.3,-5.14
1027,2016-04-12,56.07,663.057,7.1,12.48,-5.14
1028,2016-04-13,56.6,663.057,7.1,13.03,-5.14
1029,2016-04-14,56.17,663.057,7.1,12.12,-5.14
1030,2016-04-15,56.09,663.057,7.1,12.38,-5.14
1031,2016-04-18,56.98,663.057,7.1,12.68,-5.14
1032,2016-04-19,57.41,663.057,7.1,13.62,-5.14
1033,2016-04-20,58.03,663.057,7.1,14.49,-5.14
1034,2016-04-21,58.5,663.057,7.1,14.49,-5.14
1035,2016-04-22,58.7,663.057,7.1,12.87,-5.14
1036,2016-04-25,58.95,663.057,7.1,12.02,-5.14
1037,2016-04-26,59.1,663.057,7.1,12.44,-5.14
1038,2016-04-27,59.13,663.057,7.1,12.95,-5.14
1039,2016-04-28,59.3,663.057,7.1,13.17,-5.14
1040,2016-04-29,59.58,663.057,7.1,13.11,-5.14
1041,2016-05-02,64.0,663.057,7.1,13.23,-5.14
1042,2016-05-03,60.63,663.057,7.1,12.42,-5.14
1043,2016-05-04,59.32,663.057,7.1,11.58,-5.14
1044,2016-05-05,58.33,663.057,7.1,11.09,-5.14
1045,2016-05-06,58.3,663.057,7.1,11.24,-5.14
1046,2016-05-09,55.84,663.057,7.1,10.14,-5.14
1047,2016-05-10,56.23,663.057,7.1,10.56,-5.14
1048,2016-05-11,56.51,663.057,7.1,10.61,-5.14
1049,2016-05-12,55.66,663.057,7.1,10.28,-5.14
1050,2016-05-13,55.49,663.057,7.1,9.77,-5.14
1051,2016-05-16,55.59,663.057,7.1,9.94,-5.14
1052,2016-05-17,56.55,663.057,7.1,10.07,-5.14
1053,2016-05-18,56.21,663.057,7.1,9.79,-5.14
1054,2016-05-19,56.11,663.057,7.1,9.91,-5.14
1055,2016-05-20,56.0,663.057,7.1,9.41,-5.14
1056,2016-05-23,55.78,663.057,7.1,9.61,-5.14
1057,2016-05-24,55.65,663.057,7.1,9.33,-5.14
1058,2016-05-25,55.42,663.057,7.1,9.73,-5.14
1059,2016-05-26,55.13,663.057,7.1,9.73,-5.14
1060,2016-05-27,54.94,663.057,7.1,9.51,-5.14
1061,2016-05-31,54.49,663.057,7.1,9.47,-5.14
1062,2016-06-01,47.46,676.42,7.2,9.61,-5.14
1063,2016-06-02,47.69,676.42,7.2,9.95,-5.14
1064,2016-06-03,48.19,676.42,7.2,10.81,-5.14
1065,2016-06-06,50.17,676.42,7.2,11.24,-5.14
1066,2016-06-07,50.37,676.42,7.2,11.03,-5.14
1067,2016-06-08,50.3,676.42,7.2,11.32,-5.14
1068,2016-06-09,50.7,676.42,7.2,10.45,-5.14
1069,2016-06-10,50.86,676.42,7.2,9.95,-5.14
1070,2016-06-13,50.92,676.42,7.2,10.12,-5.14
1071,2016-06-14,50.19,676.42,7.2,9.74,-5.14
1072,2016-06-15,50.27,676.42,7.2,9.99,-5.14
1073,2016-06-16,50.38,676.42,7.2,10.14,-5.14
1074,2016-06-17,50.55,676.42,7.2,10.17,-5.14
1075,2016-06-20,50.54,676.42,7.2,10.37,-5.14
1076,2016-06-21,50.58,676.42,7.2,10.39,-5.14
1077,2016-06-22,50.83,676.42,7.2,10.55,-5.14
1078,2016-06-23,50.87,676.42,7.2,11.04,-5.14
1079,2016-06-24,50.83,676.42,7.2,10.13,-5.14
1080,2016-06-27,51.03,676.42,7.2,9.85,-5.14
1081,2016-06-28,51.12,676.42,7.2,10.29,-5.14
1082,2016-06-29,51.23,676.42,7.2,10.46,-5.14
1083,2016-06-30,51.36,676.42,7.2,10.83,-3.22
1084,2016-07-01,52.73,679.751,7.4,11.06,-3.22
1085,2016-07-05,54.16,679.751,7.4,10.69,-3.22
1086,2016-07-06,52.88,679.751,7.4,10.84,-3.22
1087,2016-07-07,53.72,679.751,7.4,10.66,-3.22
1088,2016-07-08,54.24,679.751,7.4,10.78,-3.22
1089,2016-07-11,54.53,679.751,7.4,11.22,-3.22
1090,2016-07-12,55.56,679.751,7.4,11.78,-3.22
1091,2016-07-13,56.36,679.751,7.4,11.86,-3.22
1092,2016-07-14,56.11,679.751,7.4,11.55,-3.22
1093,2016-07-15,56.34,679.751,7.4,11.54,-3.22
1094,2016-07-18,55.71,679.751,7.4,11.7,-3.22
1095,2016-07-19,55.65,679.751,7.4,11.21,-3.22
1096,2016-07-20,55.78,679.751,7.4,10.99,-3.22
1097,2016-07-21,56.13,679.751,7.4,11.58,-3.22
1098,2016-07-22,56.04,679.751,7.4,11.42,-3.22
1099,2016-07-25,56.15,679.751,7.4,11.6,-3.22
1100,2016-07-26,56.25,679.751,7.4,12.26,-3.22
1101,2016-07-27,56.34,679.751,7.4,12.6,-3.22
1102,2016-07-28,56.5,679.751,7.4,12.68,-3.22
1103,2016-07-29,56.61,679.751,7.4,12.32,-3.22
1104,2016-08-01,59.78,681.756,7.5,11.92,-3.22
1105,2016-08-02,59.88,681.756,7.5,11.98,-3.22
1106,2016-08-03,59.48,681.756,7.5,12.53,-3.22
1107,2016-08-04,59.05,681.756,7.5,12.49,-3.22
1108,2016-08-05,60.19,681.756,7.5,12.63,-3.22
1109,2016-08-08,60.99,681.756,7.5,12.64,-3.22
1110,2016-08-09,60.32,681.756,7.5,12.64,-3.22
1111,2016-08-10,60.25,681.756,7.5,12.04,-3.22
1112,2016-08-11,59.73,681.756,7.5,12.26,-3.22
1113,2016-08-12,59.83,681.756,7.5,11.96,-3.22
1114,2016-08-15,59.66,681.756,7.5,12.27,-3.22
1115,2016-08-16,60.45,681.756,7.5,12.64,-3.22
1116,2016-08-17,60.15,681.756,7.5,12.73,-3.22
1117,2016-08-18,60.38,681.756,7.5,12.6,-3.22
1118,2016-08-19,60.59,681.756,7.5,12.7,-3.22
1119,2016-08-22,60.67,681.756,7.5,12.24,-3.22
1120,2016-08-23,60.78,681.756,7.5,12.48,-3.22
1121,2016-08-24,60.78,681.756,7.5,12.08,-3.22
1122,2016-08-25,60.77,681.756,7.5,12.1,-3.22
1123,2016-08-26,60.69,681.756,7.5,11.79,-3.22
1124,2016-08-29,60.58,681.756,7.5,12.05,-3.22
